codigo_nacional,codigo_dcp,nombre_del_medicamento,ficha_tecnica,sustancias_activas,codigo_atc,dosis_y_como_tomar,receta,generico,laboratorio,para_que_se_utiliza,efectos_adversos_y_interacciones
600258,317300002,OMEPRAZOL ALTAN 40 mg POLVO PARA SOLUCION PARA PERFUSION EFG,https://cima.aemps.es/cima/pdfs/es/ft/66870/66870_ft.pdf,omeprazol,A02BC01,VÍA INTRAVENOSA  (Omeprazol 40 mg inyectable perfusión),SI,SI,ALTAN PHARMACEUTICALS SA,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/66870/66870_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/66870/66870_ft.pdf
600259,317300002,OMEPRAZOL SERRACLINICS 40 mg POLVO PARA SOLUCION PARA PERFUSION EFG,https://cima.aemps.es/cima/pdfs/es/ft/66871/66871_ft.pdf,omeprazol,A02BC01,VÍA INTRAVENOSA  (Omeprazol 40 mg inyectable perfusión),SI,SI,LABORATORIOS SERRA PAMIES S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/66871/66871_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/66871/66871_ft.pdf
600280,416515008,DIOVAN CARDIO 40 mg COMPRIMIDOS RECUBIERTOS CON PELICULA,https://cima.aemps.es/cima/pdfs/es/ft/66910/66910_ft.pdf,valsartán,C09CA03,VÍA ORAL  (Valsartán 40 mg comprimido),SI,NO,NOVARTIS FARMACEUTICA S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/66910/66910_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/66910/66910_ft.pdf
600291,36871000140104,CEFTAZIDIMA NORMON 1 g POLVO PARA SOLUCION PARA PERFUSION EFG,https://cima.aemps.es/cima/pdfs/es/ft/67006/67006_ft.pdf,ceftazidima,J01DD02,VÍA INTRAVENOSA  (Ceftazidima 1.000 mg inyectable perfusión),SI,SI,LABORATORIOS NORMON S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67006/67006_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67006/67006_ft.pdf
600292,323854009,CEFTAZIDIMA NORMON 1 g POLVO Y DISOLVENTE PARA SOLUCION INYECTABLE EFG,https://cima.aemps.es/cima/pdfs/es/ft/67007/67007_ft.pdf,ceftazidima,J01DD02,"VÍA INTRAMUSCULAR, VÍA INTRAVENOSA  (Ceftazidima 1.000 mg inyectable)",SI,SI,LABORATORIOS NORMON S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67007/67007_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67007/67007_ft.pdf
600293,323855005,CEFTAZIDIMA NORMON 2 g POLVO PARA SOLUCION PARA PERFUSION EFG,https://cima.aemps.es/cima/pdfs/es/ft/67008/67008_ft.pdf,ceftazidima,J01DD02,VÍA INTRAVENOSA  (Ceftazidima 2.000 mg inyectable perfusión),SI,SI,LABORATORIOS NORMON S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67008/67008_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67008/67008_ft.pdf
600294,323853003,CEFTAZIDIMA NORMON 500 mg POLVO Y DISOLVENTE PARA SOLUCION INYECTABLE EFG,https://cima.aemps.es/cima/pdfs/es/ft/67009/67009_ft.pdf,ceftazidima,J01DD02,"VÍA INTRAMUSCULAR, VÍA INTRAVENOSA  (Ceftazidima 500 mg inyectable)",SI,SI,LABORATORIOS NORMON S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67009/67009_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67009/67009_ft.pdf
600295,321998002,MIRTAZAPINA NORMON 30 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,https://cima.aemps.es/cima/pdfs/es/ft/67015/67015_ft.pdf,mirtazapina,N06AX11,VÍA ORAL  (Mirtazapina 30 mg comprimido),SI,SI,LABORATORIOS NORMON S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67015/67015_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67015/67015_ft.pdf
600299,7751000140105,CEFAZOLINA SALA 2 g POLVO PARA SOLUCION INYECTABLE IV EFG,https://cima.aemps.es/cima/pdfs/es/ft/67021/67021_ft.pdf,cefazolina,J01DB04,VÍA INTRAVENOSA  (Cefazolina 2.000 mg inyectable IV),SI,SI,"LABORATORIOS REIG JOFRE, S.A.",consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67021/67021_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67021/67021_ft.pdf
600300,323936009,CEFAZOLINA SALA 1 g POLVO Y DISOLVENTE PARA SOLUCION INYECTABLE IV EFG,https://cima.aemps.es/cima/pdfs/es/ft/67022/67022_ft.pdf,cefazolina,J01DB04,VÍA INTRAVENOSA  (Cefazolina 1.000 mg inyectable IV),SI,SI,"LABORATORIOS REIG JOFRE, S.A.",consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67022/67022_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67022/67022_ft.pdf
600302,43931000140100,CEFAZOLINA SALA 1 g POLVO Y DISOLVENTE PARA SOLUCION INYECTABLE IM EFG,https://cima.aemps.es/cima/pdfs/es/ft/67024/67024_ft.pdf,cefazolina,J01DB04,VÍA INTRAMUSCULAR  (Cefazolina 1.000 mg inyectable IM),SI,SI,"LABORATORIOS REIG JOFRE, S.A.",consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67024/67024_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67024/67024_ft.pdf
600303,66051000140107,NEPHROTECT SOLUCION PARA PERFUSION,https://cima.aemps.es/cima/pdfs/es/ft/67038/67038_ft.pdf,multicomponente,B05BA01,VÍA INTRAVENOSA  (Soluciones para nutrición parenteral),SI,NO,FRESENIUS KABI DEUTSCHLAND GMBH,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67038/67038_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67038/67038_ft.pdf
600307,323271003,"NIMODIPINO ALTAN 0,2 MG/ML SOLUCION PARA PERFUSION EFG",https://cima.aemps.es/cima/pdfs/es/ft/67042/67042_ft.pdf,nimodipino,C08CA06,"VÍA INTRAVENOSA  (Nimodipino 0,2 mg/ml inyectable perfusión 50 ml)",SI,SI,ALTAN PHARMACEUTICALS SA,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67042/67042_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67042/67042_ft.pdf
600319,325279004,METFORMINA PHARMAKERN 850 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,https://cima.aemps.es/cima/pdfs/es/ft/67066/67066_ft.pdf,metformina,A10BA02,VÍA ORAL  (Metformina 850 mg comprimido),SI,SI,KERN PHARMA S.L.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67066/67066_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67066/67066_ft.pdf
600330,319799004,CLOPIDOGREL VIR PHARMA 75 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,https://cima.aemps.es/cima/pdfs/es/ft/71825/71825_ft.pdf,clopidogrel,B01AC04,VÍA ORAL  (Clopidogrel 75 mg comprimido),SI,SI,INDUSTRIA QUIMICA Y FARMACEUTICA VIR S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/71825/71825_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/71825/71825_ft.pdf
600337,375924003,MIDAZOLAM NORMON 1 MG/ML SOLUCIÓN INYECTABLE Y PARA PERFUSIÓN EFG,https://cima.aemps.es/cima/pdfs/es/ft/63936/63936_ft.pdf,midazolam,N05CD08,"VÍA INTRAMUSCULAR, VÍA INTRAVENOSA, VÍA RECTAL  (Midazolam 5 mg inyectable 5 ml)",SI,SI,LABORATORIOS NORMON S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/63936/63936_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/63936/63936_ft.pdf
600340,375856006,MIDAZOLAM NORMON 5 MG/ML SOLUCIÓN INYECTABLE Y PARA PERFUSIÓN EFG,https://cima.aemps.es/cima/pdfs/es/ft/65796/65796_ft.pdf,midazolam,N05CD08,"VÍA INTRAMUSCULAR, VÍA INTRAVENOSA, VÍA RECTAL  (Midazolam 50 mg inyectable 10 ml)",SI,SI,LABORATORIOS NORMON S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/65796/65796_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/65796/65796_ft.pdf
600349,323015009,GABAPENTINA NORMON 400 mg CAPSULAS DURAS EFG,https://cima.aemps.es/cima/pdfs/es/ft/67153/67153_ft.pdf,gabapentina,N02BF01,VÍA ORAL  (Gabapentina 400 mg cápsula),SI,SI,LABORATORIOS NORMON S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67153/67153_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67153/67153_ft.pdf
600350,323014008,GABAPENTINA NORMON 300 mg CAPSULAS DURAS EFG,https://cima.aemps.es/cima/pdfs/es/ft/67154/67154_ft.pdf,gabapentina,N02BF01,VÍA ORAL  (Gabapentina 300 mg cápsula),SI,SI,LABORATORIOS NORMON S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67154/67154_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67154/67154_ft.pdf
600363,133211000140108,CURADONA 10% SOLUCION CUTANEA EN ENVASE UNIDOSIS,https://cima.aemps.es/cima/pdfs/es/ft/67223/67223_ft.pdf,povidona iodada,D08AG02,USO CUTÁNEO  (Povidona iodada 100 mg/ml líquido uso topico envase unidosis),NO,NO,LAINCO S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67223/67223_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67223/67223_ft.pdf
600364,133211000140108,CURADONA 10% SOLUCION CUTANEA EN ENVASE UNIDOSIS,https://cima.aemps.es/cima/pdfs/es/ft/67223/67223_ft.pdf,povidona iodada,D08AG02,USO CUTÁNEO  (Povidona iodada 100 mg/ml líquido uso topico envase unidosis),NO,NO,LAINCO S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67223/67223_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67223/67223_ft.pdf
600368,66071000140101,"CLORURO SODICO 0,9% TECSOLPAR SOLUCION PARA PERFUSION",https://cima.aemps.es/cima/pdfs/es/ft/67252/67252_ft.pdf,sodio cloruro,B05BB01,"VÍA INTRAVENOSA  (Sodio cloruro 0,9% inyectable perfusión 50 ml)",SI,NO,"TECSOLPAR, S.A.",consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67252/67252_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67252/67252_ft.pdf
600369,66081000140103,"CLORURO SODICO 0,9% TECSOLPAR SOLUCION PARA PERFUSION",https://cima.aemps.es/cima/pdfs/es/ft/67252/67252_ft.pdf,sodio cloruro,B05BB01,"VÍA INTRAVENOSA  (Sodio cloruro 0,9% inyectable perfusión 100 ml)",SI,NO,"TECSOLPAR, S.A.",consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67252/67252_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67252/67252_ft.pdf
600370,67731000140104,"CLORURO SODICO 0,9% TECSOLPAR SOLUCION PARA PERFUSION",https://cima.aemps.es/cima/pdfs/es/ft/67252/67252_ft.pdf,sodio cloruro,B05BB01,"VÍA INTRAVENOSA  (Sodio cloruro 0,9% inyectable perfusión 250 ml)",SI,NO,"TECSOLPAR, S.A.",consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67252/67252_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67252/67252_ft.pdf
600371,66091000140100,"CLORURO SODICO 0,9% TECSOLPAR SOLUCION PARA PERFUSION",https://cima.aemps.es/cima/pdfs/es/ft/67252/67252_ft.pdf,sodio cloruro,B05BB01,"VÍA INTRAVENOSA  (Sodio cloruro 0,9% inyectable perfusión 500 ml)",SI,NO,"TECSOLPAR, S.A.",consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67252/67252_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67252/67252_ft.pdf
600372,66111000140105,"CLORURO SODICO 0,9% TECSOLPAR SOLUCION PARA PERFUSION",https://cima.aemps.es/cima/pdfs/es/ft/67252/67252_ft.pdf,sodio cloruro,B05BB01,"VÍA INTRAVENOSA  (Sodio cloruro 0,9% inyectable perfusión 1.000 ml)",SI,NO,"TECSOLPAR, S.A.",consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67252/67252_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67252/67252_ft.pdf
600373,67751000140107,RINGER LACTATO TECSOLPAR SOLUCION PARA PERFUSION,https://cima.aemps.es/cima/pdfs/es/ft/67253/67253_ft.pdf,solución de Ringer lactato,B05BB01,"VÍA INTRAVENOSA  (Ringer lactato (Sodio cloruro/Potasio cloruro/Calcio cloruro/Sodio lactato) 6 mg/ml + (0,3-0,4) mg/ml + (0,2-0,27) mg/ml + (3-3,29) mg/ml inyectable perfusión 250 ml)",SI,NO,"TECSOLPAR, S.A.",consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67253/67253_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67253/67253_ft.pdf
600374,67811000140101,RINGER LACTATO TECSOLPAR SOLUCION PARA PERFUSION,https://cima.aemps.es/cima/pdfs/es/ft/67253/67253_ft.pdf,solución de Ringer lactato,B05BB01,"VÍA INTRAVENOSA  (Ringer lactato (Sodio cloruro/Potasio cloruro/Calcio cloruro/Sodio lactato) 6 mg/ml + (0,3-0,4) mg/ml + (0,2-0,27) mg/ml + (3-3,29) mg/ml inyectable perfusión 500 ml)",SI,NO,"TECSOLPAR, S.A.",consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67253/67253_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67253/67253_ft.pdf
600378,33591000140108,MEPIVACAINA COMBINO PHARM 1% SOLUCION INYECTABLE EFG,https://cima.aemps.es/cima/pdfs/es/ft/67288/67288_ft.pdf,mepivacaína,N01BB03,"VÍA EPIDURAL, VÍA INTRAARTICULAR, VÍA INTRADÉRMICA, VÍA INTRAMUSCULAR, VÍA PERIARTICULAR, VÍA PERINEURAL, VÍA SUBCUTÁNEA  (Mepivacaína 50 mg inyectable 5 ml)",SI,SI,COMBINO PHARM S.L.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67288/67288_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67288/67288_ft.pdf
600381,172901000140109,MEPIVACAINA COMBINO PHARM 2% SOLUCION INYECTABLE EFG,https://cima.aemps.es/cima/pdfs/es/ft/67289/67289_ft.pdf,mepivacaína,N01BB03,"VÍA EPIDURAL, VÍA INTRADÉRMICA, VÍA PERINEURAL, VÍA SUBCUTÁNEA  (Mepivacaína 100 mg inyectable 5 ml)",SI,SI,COMBINO PHARM S.L.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67289/67289_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67289/67289_ft.pdf
600384,318040003,"TORASEMIDA NORMON 2,5 mg COMPRIMIDOS EFG",https://cima.aemps.es/cima/pdfs/es/ft/67312/67312_ft.pdf,torasemida,C03CA04,"VÍA ORAL  (Torasemida 2,5 mg comprimido)",SI,SI,LABORATORIOS NORMON S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67312/67312_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67312/67312_ft.pdf
600385,318041004,TORASEMIDA NORMON 5 mg COMPRIMIDOS EFG,https://cima.aemps.es/cima/pdfs/es/ft/67313/67313_ft.pdf,torasemida,C03CA04,VÍA ORAL  (Torasemida 5 mg comprimido),SI,SI,LABORATORIOS NORMON S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67313/67313_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67313/67313_ft.pdf
600386,318042006,TORASEMIDA NORMON 10 mg COMPRIMIDOS EFG,https://cima.aemps.es/cima/pdfs/es/ft/67314/67314_ft.pdf,torasemida,C03CA04,VÍA ORAL  (Torasemida 10 mg comprimido),SI,SI,LABORATORIOS NORMON S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67314/67314_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67314/67314_ft.pdf
600392,389202006,AMIKACINA SALA 125 mg / 2 ml SOLUCION INYECTABLE EFG,https://cima.aemps.es/cima/pdfs/es/ft/67333/67333_ft.pdf,amikacina,J01GB06,"VÍA INTRAMUSCULAR, VÍA INTRAVENOSA  (Amikacina 125 mg inyectable 2 ml)",SI,SI,"LABORATORIOS REIG JOFRE, S.A.",consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67333/67333_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67333/67333_ft.pdf
600393,324142004,AMIKACINA SALA 500 mg / 2 ml SOLUCION INYECTABLE EFG,https://cima.aemps.es/cima/pdfs/es/ft/67334/67334_ft.pdf,amikacina,J01GB06,"VÍA INTRAMUSCULAR, VÍA INTRAVENOSA  (Amikacina 500 mg inyectable 2 ml)",SI,SI,LABORATORIO RAMON SALA S.L.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67334/67334_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67334/67334_ft.pdf
600398,67411000140104,POLIELECTROLÍTICA PLUS BRAUN MINIPLASCO CONCENTRADO PARA SOLUCIÓN PARA PERFUSIÓN,https://cima.aemps.es/cima/pdfs/es/ft/67343/67343_ft.pdf,multicomponente,B05XA30,VÍA INTRAVENOSA  (Soluciones que afectan al equilibrio electrolítico),SI,NO,B BRAUN MEDICAL S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67343/67343_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67343/67343_ft.pdf
600415,109201000140104,GLUCOSALINO HIPERTONICO TECSOLPAR SOLUCION PARA PERFUSION,https://cima.aemps.es/cima/pdfs/es/ft/67290/67290_ft.pdf,glucosa + sodio cloruro,B05BB02,"VÍA INTRAVENOSA  (Glucosa 5%/Sodio cloruro 0,9% inyectable perfusión 50 ml)",SI,NO,"TECSOLPAR, S.A.",consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67290/67290_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67290/67290_ft.pdf
600416,66601000140103,GLUCOSALINO HIPERTONICO TECSOLPAR SOLUCION PARA PERFUSION,https://cima.aemps.es/cima/pdfs/es/ft/67290/67290_ft.pdf,glucosa + sodio cloruro,B05BB02,"VÍA INTRAVENOSA  (Glucosa 5%/Sodio cloruro 0,9% inyectable perfusión 250 ml)",SI,NO,"TECSOLPAR, S.A.",consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67290/67290_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67290/67290_ft.pdf
600417,66941000140106,GLUCOSALINO HIPERTONICO TECSOLPAR SOLUCION PARA PERFUSION,https://cima.aemps.es/cima/pdfs/es/ft/67290/67290_ft.pdf,glucosa + sodio cloruro,B05BB02,"VÍA INTRAVENOSA  (Glucosa 5%/Sodio cloruro 0,9% inyectable perfusión 500 ml)",SI,NO,"TECSOLPAR, S.A.",consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67290/67290_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67290/67290_ft.pdf
600418,67111000140107,GLUCOSALINO HIPERTONICO TECSOLPAR SOLUCION PARA PERFUSION,https://cima.aemps.es/cima/pdfs/es/ft/67290/67290_ft.pdf,glucosa + sodio cloruro,B05BB02,"VÍA INTRAVENOSA  (Glucosa 5%/Sodio cloruro 0,9% inyectable perfusión 1.000 ml)",SI,NO,"TECSOLPAR, S.A.",consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67290/67290_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67290/67290_ft.pdf
600437,374733001,SILVEDERMA 10 mg/g CREMA,https://cima.aemps.es/cima/pdfs/es/ft/49750/49750_ft.pdf,sulfadiazina argéntica,D06BA01,USO CUTÁNEO  (Sulfadiazina argéntica 10 mg/g crema),SI,NO,LABORATORIO ALDO UNION S.L.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/49750/49750_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/49750/49750_ft.pdf
600447,325372006,DEXAMETASONA KERN PHARMA 4 mg/ml SOLUCION INYECTABLE EFG,https://cima.aemps.es/cima/pdfs/es/ft/67455/67455_ft.pdf,dexametasona,H02AB02,"VÍA INTRAARTICULAR, VÍA INTRALESIONAL, VÍA INTRAMUSCULAR, VÍA INTRAVENOSA  (Dexametasona 4 mg inyectable 1 ml)",SI,SI,KERN PHARMA S.L.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67455/67455_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67455/67455_ft.pdf
600458,322172006,ONDANSETRON GENERIS 2 mg/ml SOLUCION INYECTABLE EFG,https://cima.aemps.es/cima/pdfs/es/ft/67474/67474_ft.pdf,ondansetrón,A04AA01,VÍA INTRAVENOSA  (Ondansetrón 4 mg inyectable 2 ml),SI,SI,"GENERIS FARMACÉUTICA, S.A.",consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67474/67474_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67474/67474_ft.pdf
600459,322179002,ONDANSETRON GENERIS 2 mg/ml SOLUCION INYECTABLE EFG,https://cima.aemps.es/cima/pdfs/es/ft/67474/67474_ft.pdf,ondansetrón,A04AA01,VÍA INTRAVENOSA  (Ondansetrón 8 mg inyectable 4 ml),SI,SI,"GENERIS FARMACÉUTICA, S.A.",consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67474/67474_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67474/67474_ft.pdf
600475,66341000140107,GLUCOSA TECSOLPAR 5% SOLUCION PARA PERFUSION,https://cima.aemps.es/cima/pdfs/es/ft/67500/67500_ft.pdf,glucosa,B05BA03,VÍA INTRAVENOSA  (Glucosa 5% inyectable perfusión 100 ml),SI,SI,"TECSOLPAR, S.A.",consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67500/67500_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67500/67500_ft.pdf
600476,66351000140109,GLUCOSA TECSOLPAR 5% SOLUCION PARA PERFUSION,https://cima.aemps.es/cima/pdfs/es/ft/67500/67500_ft.pdf,glucosa,B05BA03,VÍA INTRAVENOSA  (Glucosa 5% inyectable perfusión 250 ml),SI,SI,"TECSOLPAR, S.A.",consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67500/67500_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67500/67500_ft.pdf
600477,66361000140106,GLUCOSA TECSOLPAR 5% SOLUCION PARA PERFUSION,https://cima.aemps.es/cima/pdfs/es/ft/67500/67500_ft.pdf,glucosa,B05BA03,VÍA INTRAVENOSA  (Glucosa 5% inyectable perfusión 500 ml),SI,SI,"TECSOLPAR, S.A.",consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67500/67500_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67500/67500_ft.pdf
600480,66371000140103,GLUCOSA TECSOLPAR 5% SOLUCION PARA PERFUSION,https://cima.aemps.es/cima/pdfs/es/ft/67500/67500_ft.pdf,glucosa,B05BA03,VÍA INTRAVENOSA  (Glucosa 5% inyectable perfusión 1.000 ml),SI,SI,"TECSOLPAR, S.A.",consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67500/67500_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67500/67500_ft.pdf
600481,66431000140109,GLUCOSA TECSOLPAR 10% SOLUCION PARA PERFUSION,https://cima.aemps.es/cima/pdfs/es/ft/67502/67502_ft.pdf,glucosa,B05BA03,VÍA INTRAVENOSA  (Glucosa 10% inyectable perfusión 250 ml),SI,SI,"TECSOLPAR, S.A.",consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67502/67502_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67502/67502_ft.pdf
600482,66761000140107,GLUCOSA TECSOLPAR 10% SOLUCION PARA PERFUSION,https://cima.aemps.es/cima/pdfs/es/ft/67502/67502_ft.pdf,glucosa,B05BA03,VÍA INTRAVENOSA  (Glucosa 10% inyectable perfusión 500 ml),SI,SI,"TECSOLPAR, S.A.",consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67502/67502_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67502/67502_ft.pdf
600483,67231000140107,GLUCOSA TECSOLPAR 5% SOLUCION PARA PERFUSION,https://cima.aemps.es/cima/pdfs/es/ft/67500/67500_ft.pdf,glucosa,B05BA03,VÍA INTRAVENOSA  (Glucosa 5% inyectable perfusión 50 ml),SI,SI,"TECSOLPAR, S.A.",consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67500/67500_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67500/67500_ft.pdf
600486,321987003,PRISDAL 20 mg COMPRIMIDOS RECUBIERTOS CON PELICULA,https://cima.aemps.es/cima/pdfs/es/ft/60884/60884_ft.pdf,citalopram,N06AB04,VÍA ORAL  (Citalopram 20 mg comprimido),SI,NO,LUNDBECK ESPANA S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/60884/60884_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/60884/60884_ft.pdf
600496,15261000140109,CIPROFLOXACINO ALTAN 2 MG/ML SOLUCION PARA PERFUSION EFG,https://cima.aemps.es/cima/pdfs/es/ft/67554/67554_ft.pdf,ciprofloxacino,J01MA02,VÍA INTRAVENOSA  (Ciprofloxacino 200 mg inyectable perfusión 100 ml),SI,SI,ALTAN PHARMACEUTICALS SA,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67554/67554_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67554/67554_ft.pdf
